,fee,last_month,estimate_value,admin,name,trade_first_status,set_up,cumulative_value,grade,manager,scale,last_3_month,last_half_year,type,fund_id,trade_sencond_status,last_3_yesr,setup_date,unit_value,last_year
5952,0.15%,7.05%,1.4237,富国基金,富国新动力灵活配置混合A,开放申购  ,41.30%,1.4130,jjpj,李晓铭,0.21,15.54%,18.64%,混合型,1508,开放赎回,--,2015-08-04,1.4130,22.44%
5953,0.00%,7.03%,1.4106,富国基金,富国新动力灵活配置混合C,开放申购  ,40.00%,1.4000,jjpj,李晓铭,0.06,15.42%,18.34%,混合型,1510,开放赎回,--,2015-08-04,1.4000,21.85%
5954,0.15%,-2.87%,1.2351,兴全基金,兴全新视野定开混合,暂停申购  (,27.85%,1.2770,jjpj,董承非,79.25,-2.48%,8.26%,混合型,1511,),--,2015-07-01,1.2170,15.29%
5955,,-0.35%,1.1302,南方基金,南方利鑫C,开放申购  ,12.12%,1.1290,jjpj,孙鲁闽,0.25,0.89%,1.99%,混合型,1503,开放赎回,--,2015-06-18,1.1290,4.73%
5956,,0.35%,1.1542,南方基金,南方利众C,开放申购  ,14.96%,1.1530,jjpj,吴剑毅,1.65,0.70%,-0.52%,混合型,1505,开放赎回,--,2015-06-18,1.1530,1.14%
5957,,-0.54%,1.1132,景顺长城基金,景顺长城泰和回报混合A,限大额  ,11.20%,1.1120,jjpj,万梦,3.03,0.09%,1.46%,混合型,1506,开放赎回,--,2015-08-20,1.1120,5.10%
5958,,-0.26%,1.1392,南方基金,南方利淘C,开放申购  ,12.90%,1.1380,jjpj,孙鲁闽,0.30,0.98%,2.15%,混合型,1504,开放赎回,--,2015-06-18,1.1380,4.98%
5959,,-0.54%,1.1072,景顺长城基金,景顺长城泰和回报混合C,限大额  ,9.29%,1.1060,jjpj,万梦,1.20,-0.09%,1.37%,混合型,1507,开放赎回,--,2015-11-19,1.1060,4.93%
5960,0.06%,-3.04%,1.1476,国投瑞银基金,国投瑞银新增长混合,开放申购  ,18.96%,1.1840,jjpj,桑俊,2.08,2.01%,4.49%,混合型,1499,开放赎回,--,2015-06-19,1.1470,8.70%
5961,0.15%,-7.56%,0.6926,工银瑞信基金,工银聚焦30股票,开放申购  ,-31.50%,0.6850,jjpj,王筱苓,2.69,-8.54%,-13.40%,股票型,1496,开放赎回,--,2015-06-25,0.6850,-22.77%
5962,0.08%,-1.22%,1.2118,东方基金,东方新价值混合A,限大额  (,21.05%,1.2105,jjpj,周薇,3.66,1.14%,5.18%,混合型,1495,),--,2015-07-03,1.2105,10.61%
5963,0.15%,-0.09%,1.0591,大成基金,大成景裕灵活配置混合A,限大额  (,11.98%,1.1200,jjpj,孙丹,5.24,0.00%,1.34%,混合型,1517,),--,2015-06-23,1.0600,3.59%
5964,0.15%,0.13%,1.5336,中信保诚基金,信诚新鑫混合A,限大额  (,53.20%,1.5320,jjpj,杨立春,0.02,0.79%,1.79%,混合型,1494,),--,2015-06-29,1.5320,5.29%
5965,,4.05%,1.2405,建信基金,建信鑫荣回报灵活配置混合,限大额  ,23.78%,1.2378,jjpj,叶乐天,1.01,5.84%,12.45%,混合型,1498,开放赎回,--,2016-12-23,1.2378,22.90%
5966,0.00%,-4.22%,1.1004,万家基金,万家瑞丰灵活配置混合C,开放申购  ,9.75%,1.0976,jjpj,高翰昆,0.11,-2.80%,-1.76%,混合型,1489,开放赎回,--,2015-06-19,1.0976,3.26%
5967,0.06%,-4.18%,1.1368,万家基金,万家瑞丰灵活配置混合A,开放申购  ,13.38%,1.1339,jjpj,高翰昆,0.92,-2.73%,-1.62%,混合型,1488,开放赎回,--,2015-06-19,1.1339,3.86%
5968,0.10%,1.33%,1.1183,天弘基金,天弘新价值混合,开放申购  ,12.85%,1.1286,jjpj,姜晓丽,0.68,0.43%,0.04%,混合型,1484,开放赎回,--,2015-06-19,1.1286,2.46%
5969,0.15%,-3.82%,1.1814,国寿安保基金,国寿安保成长优选股票,开放申购  ,23.20%,1.2280,jjpj,张琦,6.86,-6.08%,1.85%,股票型,1521,开放赎回,--,2015-12-11,1.1580,9.03%
5970,0.10%,-3.54%,1.0110,天弘基金,天弘喜利灵活配置混合,暂停申购  (,0.99%,1.0099,jjpj,钱文成,2.10,-3.60%,-3.18%,混合型,1483,),--,2016-11-18,1.0099,-0.65%
5971,,1.50%,0.0886,华宝基金,华宝标普油气上游股票美元,开放申购  ,-26.83%,0.0878,jjpj,周晶,27.56,-6.00%,3.05%,QDII-指数,1481,开放赎回,--,2015-06-18,0.0878,-0.23%
5972,0.15%,-2.29%,1.1363,上投摩根基金,上投摩根新兴服务股票,开放申购  ,11.00%,1.1100,jjpj,郭晨,0.96,-0.98%,0.36%,股票型,1482,开放赎回,--,2015-08-06,1.1100,14.79%
5973,0.15%,-7.23%,0.8761,财通基金,财通成长优选混合,开放申购  ,-14.00%,0.8600,jjpj,金梓才,8.46,-8.80%,-7.92%,混合型,1480,开放赎回,--,2015-06-29,0.8600,-3.48%
5974,0.15%,-1.82%,1.0458,中邮基金,中邮风格轮动灵活配置混合,开放申购  ,14.79%,1.1500,jjpj,国晓雯,0.87,-2.47%,0.29%,混合型,1479,开放赎回,--,2016-01-27,1.0270,5.77%
5975,0.15%,-6.05%,1.1349,宝盈基金,宝盈优势产业混合,开放申购  ,29.11%,1.2830,jjpj,段鹏程,1.31,-3.16%,4.23%,混合型,1487,开放赎回,--,2015-08-25,1.1330,21.96%
5976,0.00%,0.33%,1.2965,泰康资产,泰康薪意保货币B,限大额  (,9.97%,4.37%,jjpj,蒋利娟,46.93,1.09%,2.18%,货币型,1478,),--,2015-06-19,4.4720%,4.37%
5977,,0.34%,1.1523,大成基金,大成月添利债券E,开放申购  ,9.98%,4.30%,jjpj,陈会荣,0.17,1.15%,2.16%,理财型,1497,开放赎回,--,2015-06-16,4.3000%,4.17%
5978,0.15%,6.05%,1.2443,泓德基金,泓德远见回报混合,开放申购  ,37.89%,1.3640,jjpj,邬传雁,9.52,6.60%,9.70%,混合型,1500,开放赎回,--,2015-08-24,1.2440,11.27%
5979,0.15%,-5.04%,0.7746,中银基金,中银智能制造股票,开放申购  ,-24.60%,0.7540,jjpj,王伟,23.31,-8.72%,-9.59%,股票型,1476,开放赎回,--,2015-06-19,0.7540,-0.40%
5980,0.15%,-1.28%,1.9139,鹏华基金,鹏华弘锐混合C,开放申购  ,91.19%,1.9119,jjpj,刘方正,0.80,1.11%,2.44%,混合型,1493,开放赎回,--,2015-06-24,1.9119,6.21%
5981,0.00%,0.31%,1.2303,泰康资产,泰康薪意保货币A,限大额  (,9.25%,4.12%,jjpj,蒋利娟,14.11,1.03%,2.05%,货币型,1477,),--,2015-06-19,4.2210%,4.12%
5982,0.15%,5.84%,0.8538,易方达基金,易方达国防军工混合,开放申购  ,-16.60%,0.8340,jjpj,陈皓,39.99,-4.25%,-6.92%,混合型,1475,开放赎回,--,2015-06-19,0.8340,-7.02%
5983,0.15%,-1.27%,1.0804,鹏华基金,鹏华弘锐混合A,开放申购  ,11.79%,1.1158,jjpj,刘方正,0.12,1.12%,2.47%,混合型,1492,开放赎回,--,2015-06-24,1.0793,6.41%
5984,0.12%,-7.89%,0.9941,广发基金,广发中证全指金融地产联接A,开放申购  ,-1.04%,0.9896,jjpj,陆志明,0.34,-6.57%,-4.28%,联接基金,1469,开放赎回,--,2015-07-09,0.9896,9.36%
5985,0.05%,-2.37%,1.2799,兴银基金,兴银丰盈灵活配置,开放申购  ,27.50%,1.2750,jjpj,张晓南,1.90,0.31%,1.76%,混合型,1474,开放赎回,--,2015-06-24,1.2750,8.42%
5986,0.15%,-0.75%,1.2286,融通基金,融通新能源灵活配置混合,开放申购  ,19.80%,1.1980,jjpj,付伟琦,7.73,4.63%,2.31%,混合型,1471,开放赎回,--,2015-06-29,1.1980,4.72%
5987,0.00%,0.85%,1.0798,华富基金,华富永鑫灵活配置混合C,开放申购  ,7.10%,1.0710,jjpj,张惠,0.05,1.04%,-3.16%,混合型,1467,开放赎回,--,2015-06-15,1.0710,0.47%
5988,0.15%,-5.04%,1.3364,建信基金,建信大安全战略精选股票,开放申购  ,32.29%,1.3229,jjpj,王东杰,3.80,-7.83%,-3.73%,股票型,1473,开放赎回,--,2015-07-29,1.3229,6.82%
5989,0.15%,0.92%,1.1030,华富基金,华富永鑫灵活配置混合A,开放申购  ,9.40%,1.0940,jjpj,张惠,0.02,1.20%,-3.10%,混合型,1466,开放赎回,--,2015-06-15,1.0940,0.64%
5990,0.15%,-6.85%,0.6705,广发基金,广发改革混合,开放申购  ,-33.40%,0.6660,jjpj,王小松,4.72,-11.90%,-11.67%,混合型,1468,开放赎回,--,2015-07-27,0.6660,-17.27%
5991,0.12%,-8.84%,0.8253,广发基金,广发中证全指能源ETF联接A,开放申购  ,-17.94%,0.8206,jjpj,陆志明,0.48,-6.30%,-11.16%,联接基金,1460,开放赎回,--,2015-07-09,0.8206,-4.01%
5992,0.15%,0.22%,0.9581,光大保德信基金,光大一带一路混合,开放申购  ,-6.80%,0.9320,jjpj,黄兴亮,10.71,-5.76%,0.00%,混合型,1463,开放赎回,--,2015-06-26,0.9320,2.08%
5993,0.15%,-3.27%,1.1139,汇添富基金,汇添富国企创新股票,开放申购  ,9.50%,1.0950,jjpj,李威,9.99,0.46%,2.24%,股票型,1490,开放赎回,--,2015-07-10,1.0950,13.00%
5994,0.12%,-5.76%,1.2958,广发基金,广发中证全指主要消费联接A,开放申购  ,28.76%,1.2876,jjpj,陆志明,0.49,-7.31%,2.79%,联接基金,1458,开放赎回,--,2015-08-18,1.2876,9.90%
5995,0.15%,-6.38%,0.7631,华商基金,华商新常态混合,开放申购  ,-4.88%,0.9990,jjpj,高兵,4.25,-16.22%,-14.40%,混合型,1457,开放赎回,--,2015-06-29,0.7490,-23.80%
5996,0.08%,-1.25%,1.0356,光大保德信基金,光大鼎鑫混合A,限大额  (,9.20%,1.0920,jjpj,何奇,8.75,-0.29%,0.09%,混合型,1464,),--,2015-06-11,1.0260,5.92%
5997,0.15%,-3.42%,1.0616,华泰柏瑞基金,华泰柏瑞制造2025混合A,开放申购  ,4.40%,1.0440,jjpj,李灿,0.45,-1.79%,-0.29%,混合型,1456,开放赎回,--,2015-08-04,1.0440,12.50%
5998,0.12%,-6.54%,1.0730,广发基金,广发中证全指原材料联接A,开放申购  ,5.47%,1.0547,jjpj,陆志明,0.27,-5.56%,-12.21%,联接基金,1459,开放赎回,--,2015-08-18,1.0547,-5.46%
5999,0.12%,-1.88%,0.7975,景顺长城基金,景顺长城中证500ETF联接,限大额  (,-21.90%,0.7810,jjpj,徐喻军,3.21,-4.52%,-8.01%,联接基金,1455,),--,2015-06-29,0.7810,-6.69%
6000,0.15%,0.39%,1.0331,融通基金,融通通鑫灵活配置混合,开放申购  ,9.56%,1.0930,jjpj,余志勇,10.76,1.67%,3.07%,混合型,1470,开放赎回,--,2015-06-15,1.0340,6.17%
6001,0.15%,-3.36%,1.0788,华商基金,华商双驱优选混合,开放申购  ,25.95%,1.2540,jjpj,李双全,8.96,-1.12%,-0.65%,混合型,1449,开放赎回,--,2015-07-08,1.0640,-2.97%
6002,0.12%,-1.93%,1.1766,华商基金,华商双翼平衡混合,开放申购  ,16.90%,1.1690,jjpj,梁伟泓,4.49,-1.85%,-0.93%,混合型,1448,开放赎回,--,2015-06-16,1.1690,1.65%
6003,0.15%,-0.26%,1.1665,招商基金,招商丰泽混合C,暂停申购  ,16.00%,1.1600,jjpj,王刚,0.00,-0.09%,0.52%,混合型,1446,开放赎回,--,2015-06-11,1.1600,5.36%
6004,,-0.31%,1.1755,天弘基金,天弘惠利混合,限大额  ,17.34%,1.1734,jjpj,钱文成,8.12,1.79%,3.24%,混合型,1447,开放赎回,--,2015-06-10,1.1734,7.30%
6005,0.08%,-0.25%,1.0650,东方基金,东方稳定增利债券A,开放申购  ,6.53%,1.0653,jjpj,周薇,0.10,-0.15%,-0.14%,债券型,1450,开放赎回,--,2015-09-30,1.0653,-0.58%
6006,0.15%,-3.70%,1.0688,鹏华基金,鹏华弘鑫混合A,开放申购  ,6.55%,1.0655,jjpj,李韵怡,0.39,-2.16%,-1.84%,混合型,1453,开放赎回,--,2015-06-18,1.0655,0.85%
6007,0.15%,-2.31%,1.3382,华安基金,华安国企改革主题灵活配置混合,开放申购  ,31.30%,1.3130,jjpj,王嘉,3.80,1.94%,1.08%,混合型,1445,开放赎回,--,2015-06-29,1.3130,10.24%
6008,,-0.74%,1.0828,易方达基金,易方达瑞选灵活配置混合E,开放申购  ,16.02%,1.1600,jjpj,林森,0.79,0.84%,4.06%,混合型,1444,开放赎回,--,2015-12-02,1.0800,9.35%
6009,0.00%,-0.28%,1.0555,东方基金,东方稳定增利债券C,开放申购  ,5.58%,1.0558,jjpj,周薇,0.04,-0.24%,-0.25%,债券型,1451,开放赎回,--,2015-09-30,1.0558,-0.88%
6010,,-9.55%,--,易方达基金,易方达瑞信混合I,开放申购  ,-11.90%,0.8810,jjpj,张清华,3.43,--,--,混合型,1441,开放赎回,--,2018-01-30,0.8810,--
6011,0.15%,-3.70%,1.0576,鹏华基金,鹏华弘鑫混合C,开放申购  ,5.43%,1.0543,jjpj,李韵怡,1.33,-2.17%,-1.87%,混合型,1454,开放赎回,--,2015-06-18,1.0543,0.72%
6012,0.08%,-9.30%,0.9441,方正富邦基金,方正富邦优选灵活配置混合A,限大额  (,-5.40%,0.9460,jjpj,王健,3.38,-8.16%,-2.37%,混合型,1431,),--,2015-06-25,0.9460,10.51%
6013,0.00%,0.44%,1.1429,易方达基金,易方达瑞享混合E,开放申购  ,13.10%,1.1310,jjpj,武阳,0.72,3.67%,-1.05%,混合型,1438,开放赎回,--,2015-06-26,1.1310,-5.51%
6014,,-9.55%,--,易方达基金,易方达瑞信混合E,开放申购  ,-11.90%,0.8810,jjpj,张清华,0.10,--,--,混合型,1442,开放赎回,--,2018-01-30,0.8810,--
6015,0.15%,-0.51%,1.1780,易方达基金,易方达瑞景混合,开放申购  ,17.60%,1.1760,jjpj,李一硕,5.51,0.60%,6.04%,混合型,1433,开放赎回,--,2015-06-30,1.1760,15.41%
6016,0.06%,0.36%,1.3902,易方达基金,易方达瑞享混合I,开放申购  ,37.60%,1.3760,jjpj,武阳,1.14,3.69%,-1.01%,混合型,1437,开放赎回,--,2015-06-26,1.3760,-5.36%
6017,,-0.82%,1.0949,易方达基金,易方达瑞选灵活配置混合I,开放申购  ,17.22%,1.1720,jjpj,林森,8.00,0.83%,4.10%,混合型,1443,开放赎回,--,2015-12-02,1.0920,9.55%
6018,0.15%,-1.45%,1.0969,博时基金,博时新财富混合A,开放申购  ,9.07%,1.0907,jjpj,王申,0.26,0.33%,0.34%,混合型,1429,开放赎回,--,2015-06-24,1.0907,-0.54%
6019,0.10%,-3.07%,1.1679,博时基金,博时新起点混合C,限大额  (,17.39%,1.1739,jjpj,过钧,5.59,2.39%,5.21%,混合型,1425,),--,2015-06-24,1.1739,11.70%
6020,0.10%,-3.07%,1.1822,博时基金,博时新起点混合A,限大额  (,18.83%,1.1883,jjpj,过钧,0.01,2.41%,5.26%,混合型,1424,),--,2015-06-24,1.1883,11.83%
6021,0.00%,-7.07%,1.0694,南方基金,南方大数据300C,开放申购  ,5.97%,1.0597,jjpj,李佳亮,0.92,-6.92%,-6.38%,股票指数,1426,开放赎回,--,2015-06-24,1.0597,1.26%
6022,0.10%,0.09%,1.1322,景顺长城基金,景顺长城安享回报混合A,限大额  (,13.10%,1.1310,jjpj,万梦,5.62,1.34%,2.26%,混合型,1422,),--,2015-06-15,1.1310,5.70%
6023,0.15%,-0.17%,1.1716,招商基金,招商丰泽混合A,暂停申购  ,16.50%,1.1650,jjpj,王刚,9.91,0.09%,0.87%,混合型,1427,开放赎回,--,2015-06-11,1.1650,5.91%
6024,0.15%,-5.30%,1.1125,南方基金,南方量化成长,开放申购  ,9.10%,1.0910,jjpj,李佳亮,7.81,-4.21%,-8.86%,股票型,1421,开放赎回,--,2015-06-29,1.0910,-18.40%
6025,0.12%,-7.04%,1.0787,南方基金,南方大数据300A,开放申购  ,6.90%,1.0690,jjpj,李佳亮,7.03,-6.83%,-6.20%,股票指数,1420,开放赎回,--,2015-06-24,1.0690,1.64%
6026,0.15%,-5.10%,1.0670,泰达宏利基金,泰达宏利新思路混合A,开放申购  ,10.28%,1.1010,jjpj,傅浩,1.11,-4.50%,-1.94%,混合型,1419,开放赎回,--,2015-06-16,1.0610,3.31%
6027,0.10%,-1.13%,1.1369,泰达宏利基金,泰达宏利创益混合A,开放申购  ,13.50%,1.1350,jjpj,傅浩,2.88,0.44%,1.16%,混合型,1418,开放赎回,--,2015-06-16,1.1350,6.97%
6028,0.00%,0.00%,1.1182,景顺长城基金,景顺长城安享回报混合C,限大额  (,11.70%,1.1170,jjpj,万梦,1.98,1.18%,2.10%,混合型,1423,),--,2015-06-15,1.1170,5.48%
6029,0.15%,9.37%,1.0611,汇添富基金,汇添富医疗服务混合,开放申购  ,3.90%,1.0390,jjpj,刘江,128.96,11.24%,21.52%,混合型,1417,开放赎回,--,2015-06-18,1.0390,26.40%
6030,0.15%,0.00%,0.9410,中信保诚基金,信诚新锐混合A,开放申购  ,-6.00%,0.9400,jjpj,杨立春,0.28,0.75%,1.08%,混合型,1415,开放赎回,--,2015-06-11,0.9400,0.97%
6031,0.15%,-5.00%,0.8114,嘉实基金,嘉实事件驱动股票,开放申购  ,-20.20%,0.7980,jjpj,张自力,67.08,-5.90%,-4.09%,股票型,1416,开放赎回,--,2015-06-09,0.7980,-6.23%
6032,0.00%,-3.19%,0.9952,中融基金,中融鑫起点混合C,开放申购  ,3.92%,1.0412,jjpj,姜涛,4.93,-3.95%,-4.31%,混合型,1414,开放赎回,--,2015-06-12,0.9912,0.60%
6033,0.15%,-1.37%,1.0994,建信基金,建信鑫丰回报灵活配置混合A,限大额  (,9.60%,1.0960,jjpj,朱建华,0.41,-1.20%,0.44%,混合型,1408,),--,2015-06-16,1.0960,2.84%
6034,,0.18%,1.1062,景顺长城基金,景顺长城稳健回报混合C,开放申购  ,8.44%,1.1050,jjpj,万梦,0.05,1.10%,1.19%,混合型,1407,开放赎回,--,2015-06-08,1.1050,3.37%
6035,0.15%,-2.49%,1.4849,信达澳银基金,信达澳银新能源产业股票,开放申购  ,44.80%,1.4480,jjpj,冯明远,5.52,-1.50%,-4.11%,股票型,1410,开放赎回,--,2015-07-31,1.4480,21.37%
6036,0.15%,-5.54%,0.3830,工银瑞信基金,工银互联网加股票,开放申购  ,-62.50%,0.3750,jjpj,单文,47.45,-8.31%,-9.86%,股票型,1409,开放赎回,--,2015-06-05,0.3750,-16.48%
6037,0.15%,-5.53%,0.9130,招商基金,招商国企改革主题混合基金,开放申购  ,-9.50%,0.9050,jjpj,李亚,10.28,-6.02%,-6.89%,混合型,1403,开放赎回,--,2015-06-29,0.9050,-4.54%
6038,,-0.22%,1.0713,上海东方证券资产管理,东方红策略精选混合C,开放申购  ,11.10%,1.1102,jjpj,饶刚,0.06,1.40%,3.59%,混合型,1406,开放赎回,--,2015-06-05,1.0702,7.85%
6039,,-0.19%,1.1131,上海东方证券资产管理,东方红策略精选混合A,开放申购  ,17.31%,1.1719,jjpj,饶刚,8.86,1.47%,3.77%,混合型,1405,开放赎回,--,2015-06-05,1.1119,8.32%
6040,0.15%,-6.43%,0.8089,招商基金,招商移动互联网产业股票基金,开放申购  ,-19.90%,0.8010,jjpj,钟赟,17.45,-7.72%,7.09%,股票型,1404,开放赎回,--,2015-06-19,0.8010,4.84%
6041,0.08%,-0.69%,1.2004,安信基金,安信鑫安得利混合A,开放申购  ,19.91%,1.1991,jjpj,庄园,0.41,0.99%,3.97%,混合型,1399,开放赎回,--,2015-06-05,1.1991,8.26%
6042,0.15%,-3.10%,0.8277,华泰柏瑞基金,华泰柏瑞健康生活混合,开放申购  ,-18.80%,0.8120,jjpj,吕慧建,7.80,-6.88%,1.63%,混合型,1398,开放赎回,--,2015-06-18,0.8120,10.03%
6043,0.15%,-2.59%,1.0290,中融基金,中融鑫起点混合A,开放申购  ,7.31%,1.0748,jjpj,姜涛,1.02,-3.33%,-3.58%,混合型,1413,开放赎回,--,2015-06-12,1.0248,1.53%
6044,0.15%,-3.11%,1.1718,建信基金,建信精工制造指数增强,开放申购  ,15.10%,1.1510,jjpj,叶乐天,1.98,-3.28%,-2.77%,股票指数,1397,开放赎回,--,2015-08-26,1.1510,0.92%
6045,0.15%,-6.44%,1.1197,中信保诚基金,信诚新选混合A,开放申购  ,11.80%,1.1180,jjpj,提云涛,0.93,-2.53%,1.64%,混合型,1402,开放赎回,--,2015-06-05,1.1180,4.78%
6046,0.15%,-0.09%,1.1236,中邮基金,中邮乐享收益灵活配置混合,开放申购  ,18.33%,1.1820,jjpj,吴昊,7.19,0.36%,2.00%,混合型,1430,开放赎回,--,2015-06-15,1.1220,6.50%
6047,0.15%,-0.49%,1.0244,诺安基金,诺安创新驱动混合A,暂停申购  ,8.04%,1.0790,jjpj,吴博俊,1.06,0.20%,1.47%,混合型,1411,开放赎回,--,2015-06-18,1.0220,2.99%
6048,0.15%,-1.27%,1.1376,德邦基金,德邦鑫星价值灵活配置混合A,开放申购  ,13.71%,1.1364,jjpj,刘长俊,2.96,0.53%,3.64%,混合型,1412,开放赎回,--,2015-06-19,1.1364,8.16%
6049,0.15%,-5.90%,0.7145,建信基金,建信互联网+产业升级股票,开放申购  ,-29.80%,0.7020,jjpj,何珅华,13.99,-7.99%,-6.15%,股票型,1396,开放赎回,--,2015-06-23,0.7020,-1.27%
6050,0.00%,-5.29%,1.0773,国海富兰克林基金,国富金融地产混合C,限大额  (,7.51%,1.0751,jjpj,吴西燕,0.07,-5.75%,-6.56%,混合型,1393,),--,2015-06-09,1.0751,3.77%
6051,0.00%,0.33%,1.1242,天弘基金,天弘弘运宝货币B,开放申购  ,7.03%,4.18%,jjpj,王登峰,69.99,1.07%,2.17%,货币型,1391,开放赎回,--,2015-08-13,4.1960%,3.89%
6052,0.15%,-5.25%,1.0958,国海富兰克林基金,国富金融地产混合A,限大额  (,9.36%,1.0936,jjpj,吴西燕,0.22,-5.63%,-6.30%,混合型,1392,),--,2015-06-09,1.0936,4.45%
6053,0.00%,-0.81%,1.0467,中融基金,中融鑫视野混合C,开放申购  ,4.17%,1.0417,jjpj,姜涛,0.06,-3.81%,-4.52%,混合型,1390,开放赎回,--,2015-10-20,1.0417,0.16%
6054,0.15%,-0.70%,1.0935,中融基金,中融鑫视野混合A,开放申购  ,8.83%,1.0883,jjpj,姜涛,2.32,-3.69%,-4.28%,混合型,1389,开放赎回,--,2015-10-20,1.0883,0.68%
6055,0.00%,2.15%,1.1048,中融基金,中融新经济混合C,开放申购  ,9.10%,1.0910,jjpj,姜涛,0.01,0.37%,-2.15%,混合型,1388,开放赎回,--,2015-11-17,1.0910,10.54%
6056,,-5.68%,1.0666,易方达基金,易方达国企改革混合,开放申购  ,6.30%,1.0630,jjpj,郭杰,1.76,1.63%,6.09%,混合型,1382,开放赎回,--,2017-08-23,1.0630,--
6057,0.15%,2.16%,1.7708,中融基金,中融新经济混合A,开放申购  ,118.25%,2.1800,jjpj,姜涛,0.96,0.58%,-1.63%,混合型,1387,开放赎回,--,2015-11-17,1.7480,120.90%
6058,,-0.61%,1.6347,鹏华基金,鹏华弘盛混合C,开放申购  ,63.30%,1.6330,jjpj,刘太阳,0.06,-0.23%,2.88%,混合型,1380,开放赎回,--,2015-05-25,1.6330,7.09%
6059,,-0.73%,1.1041,鹏华基金,鹏华弘泽混合C,开放申购  ,10.14%,1.1014,jjpj,周恩源,0.21,-0.95%,-1.36%,混合型,1381,开放赎回,--,2015-05-25,1.1014,2.65%
6060,0.00%,-2.37%,1.4124,景顺长城基金,景顺长城领先回报混合C,限大额  (,40.20%,1.4020,jjpj,万梦,0.08,0.57%,4.71%,混合型,1379,),--,2015-06-01,1.4020,11.45%
6061,0.08%,-1.74%,0.8394,东方基金,东方新思路混合A,开放申购  ,-15.67%,0.8433,jjpj,王然,3.14,-3.42%,-1.75%,混合型,1384,开放赎回,--,2015-06-25,0.8433,3.50%
6062,0.15%,0.00%,0.9840,中融基金,中融新产业灵活配置混合A,开放申购  ,-1.70%,0.9830,jjpj,姜涛,0.02,-0.20%,-1.60%,混合型,1377,开放赎回,--,2017-07-12,0.9830,--
6063,0.00%,0.33%,1.1520,天弘基金,天弘弘运宝货币A,开放申购  ,7.64%,4.28%,jjpj,王登峰,3.98,1.12%,2.23%,货币型,1386,开放赎回,--,2015-08-13,4.3010%,4.07%
6064,0.08%,0.97%,1.1203,泓德基金,泓德泓富混合C,暂停申购  ,23.62%,1.2373,jjpj,邬传雁,0.03,-1.13%,3.68%,混合型,1376,暂停赎回,--,2015-06-09,1.1173,9.23%
6065,0.00%,-4.98%,1.0947,金元顺安基金,金元顺安优质精选混合C,开放申购  ,4.22%,1.0870,jjpj,周博洋,1.55,-5.23%,-5.97%,混合型,1375,开放赎回,--,2015-06-02,1.0870,1.49%
6066,0.15%,-1.71%,1.0968,中银基金,中银新趋势混合,开放申购  ,9.40%,1.0940,jjpj,杨成,2.83,1.02%,1.77%,混合型,1370,开放赎回,--,2015-05-29,1.0940,6.21%
6067,0.15%,-3.11%,1.3258,富国基金,富国沪港深价值混合,开放申购  ,45.36%,1.4560,jjpj,张峰,31.07,1.79%,10.54%,混合型,1371,开放赎回,--,2015-06-24,1.3090,27.84%
6068,0.15%,-1.26%,0.8687,易方达基金,易方达新丝路灵活配置混合,开放申购  ,-13.90%,0.8610,jjpj,张坤,124.97,0.35%,9.68%,混合型,1373,开放赎回,--,2015-05-27,0.8610,18.43%
6069,0.08%,-1.01%,1.0265,德邦基金,德邦新添利债券A,开放申购  ,20.82%,1.1955,jjpj,丁孙楠,3.89,0.58%,2.55%,债券型,1367,开放赎回,--,2015-06-19,1.0265,6.16%
6070,0.15%,-6.70%,0.7401,金鹰基金,金鹰产业整合混合,开放申购  ,-27.60%,0.7240,jjpj,于利强,4.36,-7.30%,-0.96%,混合型,1366,开放赎回,--,2015-06-16,0.7240,-6.94%
6071,,3.01%,0.8188,大成基金,大成正向回报灵活配置混合,开放申购  ,-17.90%,0.8210,jjpj,杨挺,1.92,2.24%,6.62%,混合型,1365,开放赎回,--,2015-07-08,0.8210,18.30%
6072,,0.19%,1.0289,兴业基金,兴业稳固收益两年理财债券,暂停申购  ,8.02%,1.0780,jjpj,杨逸君,19.02,0.88%,1.68%,定开债券,1369,暂停赎回,--,2015-06-10,1.0290,3.41%
6073,0.12%,2.90%,1.0297,长城基金,长城久惠保本,开放申购  ,--,1.0290,jjpj,储雯玉,12.08,0.29%,0.88%,保本型  ,1363,开放赎回,2.39%,2015-07-27,1.0290,1.38%
6074,0.10%,-2.29%,1.2441,景顺长城基金,景顺长城领先回报混合A,限大额  (,23.50%,1.2350,jjpj,万梦,2.82,0.65%,4.84%,混合型,1362,),--,2015-05-25,1.2350,11.66%
6075,0.12%,-0.51%,0.6062,景顺长城基金,景顺中证TMT150ETF联接,开放申购  ,-41.30%,0.5870,jjpj,江科宏,4.20,-3.61%,-3.45%,联接基金,1361,开放赎回,--,2015-06-15,0.5870,-1.34%
